Date,NAV,Daily_Return,Cumulative_Return
2024-05-13,1.0,0.0,0.0
2024-05-14,1.0,0.0,0.0
2024-05-15,1.0,0.0,0.0
2024-05-16,1.0,0.0,0.0
2024-05-17,0.9985926584426498,-0.0014073415573502613,-0.001407341557350228
2024-05-20,0.9983443005907475,-0.0002487078688216671,-0.0016556994092524757
2024-05-21,1.0068894876203414,0.00855935875482785,0.006889487620341361
2024-05-22,1.0013947880376222,-0.0054571029395739795,0.0013947880376221633
2024-05-23,1.003060362549643,0.0016632546243673543,0.0030603625496430364
2024-05-24,1.0138816593091167,0.010788280709216181,0.013881659309116667
2024-05-28,1.0283491537945464,0.014269411378136837,0.02834915379454639
2024-05-29,1.0266040685076814,-0.0016969774131926855,0.026604068507681378
2024-05-30,1.0170236531457666,-0.009332142406021546,0.017023653145766593
2024-05-31,1.022729642677441,0.005610478688499656,0.022729642677441042
2024-06-03,1.0303682003614978,0.0074687946504214155,0.030368200361497788
2024-06-04,1.034803202779233,0.004304288909711461,0.0348032027792331
2024-06-05,1.0479487071568792,0.012703385863457345,0.047948707156879156
2024-06-06,1.0450508571998873,-0.0027652593463794424,0.04505085719988733
2024-06-07,1.0471600635944358,0.0020182811008833375,0.04716006359443581
2024-06-10,1.042368259236967,-0.004575999910673412,0.042368259236966965
2024-06-11,1.0507308532210649,0.008022686713637565,0.05073085322106485
2024-06-12,1.069556090638367,0.01791632686866714,0.06955609063836699
2024-06-13,1.0823993673260146,0.012008044084889554,0.0823993673260146
2024-06-14,1.102076251471556,0.018178950154185355,0.10207625147155608
2024-06-17,1.120857518584973,0.017041712938046735,0.12085751858497296
2024-06-18,1.1333322145346212,0.011129600098857181,0.13333221453462119
2024-06-20,1.11797094318752,-0.013554076333574378,0.11797094318752
2024-06-21,1.0995553423735327,-0.01647234297653695,0.0995553423735327
2024-06-24,1.084087728444269,-0.014067153633099454,0.08408772844426893
2024-06-25,1.1047734824545434,0.01908125465082039,0.10477348245454343
2024-06-26,1.1092659943569172,0.0040664552269961025,0.1092659943569172
2024-06-27,1.1139660347936877,0.004237072497201511,0.11396603479368772
2024-06-28,1.113628516495056,-0.00030298796201120134,0.1136285164950559
2024-07-01,1.1271176740499609,0.01211279825821975,0.12711767404996088
2024-07-02,1.138926921582186,0.010477386526814202,0.138926921582186
2024-07-03,1.1502804151664363,0.009968588299307135,0.1502804151664363
2024-07-05,1.1595931876651344,0.008096088897897502,0.15959318766513442
2024-07-08,1.162969458614139,0.0029115995031005933,0.16296945861413903
2024-07-09,1.1805219466620018,0.015092819435498745,0.18052194666200183
2024-07-10,1.1954431035386552,0.012639457418681487,0.19544310353865524
2024-07-11,1.1531525760327026,-0.035376445253452626,0.1531525760327026
2024-07-12,1.1661062904441115,0.011233304838094219,0.16610629044411152
2024-07-15,1.1757758378074412,0.008292166368167975,0.17577583780744122
2024-07-16,1.1843594219010423,0.00730035761715225,0.18435942190104226
2024-07-17,1.1587172406746737,-0.02165067525296469,0.15871724067467374
