video_id,channel_name,publishedAt,title,source,company,confidence,sentiment
7488321212725169451,tik.stocks,2025-04-01T12:31:53Z,"Spotted this at BevMo, turns out it’s from a public company #sponsored",tiktok,BevMo,0.9,0.0
7488321212725169451,tik.stocks,2025-04-01T12:31:53Z,"Spotted this at BevMo, turns out it’s from a public company #sponsored",tiktok,SHOT,1.0,0.8
7483992746445835566,tik.stocks,2025-03-20T20:34:21Z,a few stocks I’m buying on the dip #stocks #tariffs #trump #recession ,tiktok,,,
7480158800062729518,tik.stocks,2025-03-10T12:37:40Z,Why Safety Shot ($SHOT) has my attention #sponsored ,tiktok,Safety Shot,0.9,0.9
7480158800062729518,tik.stocks,2025-03-10T12:37:40Z,Why Safety Shot ($SHOT) has my attention #sponsored ,tiktok,Google,0.9,0.0
7480158800062729518,tik.stocks,2025-03-10T12:37:40Z,Why Safety Shot ($SHOT) has my attention #sponsored ,tiktok,Nvidia,0.9,0.0
7480158800062729518,tik.stocks,2025-03-10T12:37:40Z,Why Safety Shot ($SHOT) has my attention #sponsored ,tiktok,Apple,0.9,0.0
7480158800062729518,tik.stocks,2025-03-10T12:37:40Z,Why Safety Shot ($SHOT) has my attention #sponsored ,tiktok,Monster Energy,0.95,0.9
7478005486294519082,tik.stocks,2025-03-04T17:21:26Z,Buffett went on on Trump’s tariffs #warrenbuffett ,tiktok,,,
7477643120327363882,tik.stocks,2025-03-03T17:55:33Z,timely reminder from one of the greatest to ever do it #peterlynch,tiktok,,,
7476215985033284907,tik.stocks,2025-02-27T21:36:36Z,"Replying to @thestockmaven when Steve Cohen speaks, I listen 👂🏻 ",tiktok,Whale Wisdom,0.9,0.0
7476215985033284907,tik.stocks,2025-02-27T21:36:36Z,"Replying to @thestockmaven when Steve Cohen speaks, I listen 👂🏻 ",tiktok,ChatGPT,0.9,0.0
7476215985033284907,tik.stocks,2025-02-27T21:36:36Z,"Replying to @thestockmaven when Steve Cohen speaks, I listen 👂🏻 ",tiktok,Substack,0.8,0.0
7475882079126080814,tik.stocks,2025-02-27T00:01:16Z,interesting take from master trader Steve Cohen ,tiktok,,,
7475485364921126186,tik.stocks,2025-02-25T22:21:45Z,is the bull market over? 🤔 ,tiktok,GameStop,1.0,-0.8
7475485364921126186,tik.stocks,2025-02-25T22:21:45Z,is the bull market over? 🤔 ,tiktok,Georgetown Motors,0.9,-0.8
7470900491052928299,tik.stocks,2025-02-13T13:49:47Z,How to invest in SpaceX #ad #spacex #ershares,tiktok,SpaceX,1.0,0.8
7470900491052928299,tik.stocks,2025-02-13T13:49:47Z,How to invest in SpaceX #ad #spacex #ershares,tiktok,ER shares,1.0,1.0
7470900491052928299,tik.stocks,2025-02-13T13:49:47Z,How to invest in SpaceX #ad #spacex #ershares,tiktok,XOVR,1.0,1.0
7465024522803105067,tik.stocks,2025-01-28T17:48:36Z,He makes a compelling argument. What do you think? #nvda #deepseek ,tiktok,Nvidia,0.95,0.8
7465024522803105067,tik.stocks,2025-01-28T17:48:36Z,He makes a compelling argument. What do you think? #nvda #deepseek ,tiktok,DeepSeek,0.7,0.0
7464706964883344682,tik.stocks,2025-01-27T21:15:42Z,my take on today’s stock market sell-off #deepseek #nvidia ,tiktok,Deep Seek,0.9,0.9
7464706964883344682,tik.stocks,2025-01-27T21:15:42Z,my take on today’s stock market sell-off #deepseek #nvidia ,tiktok,Nvidia,1.0,-0.9
7464706964883344682,tik.stocks,2025-01-27T21:15:42Z,my take on today’s stock market sell-off #deepseek #nvidia ,tiktok,Apple,1.0,0.0
7464706964883344682,tik.stocks,2025-01-27T21:15:42Z,my take on today’s stock market sell-off #deepseek #nvidia ,tiktok,Alphabet,1.0,0.8
7464706964883344682,tik.stocks,2025-01-27T21:15:42Z,my take on today’s stock market sell-off #deepseek #nvidia ,tiktok,Meta,1.0,0.8
7464706964883344682,tik.stocks,2025-01-27T21:15:42Z,my take on today’s stock market sell-off #deepseek #nvidia ,tiktok,Open AI,0.9,-0.2
7464706964883344682,tik.stocks,2025-01-27T21:15:42Z,my take on today’s stock market sell-off #deepseek #nvidia ,tiktok,Anthropic,0.9,-0.2
7464706964883344682,tik.stocks,2025-01-27T21:15:42Z,my take on today’s stock market sell-off #deepseek #nvidia ,tiktok,Amazon,1.0,0.8
7463246118525144362,tik.stocks,2025-01-23T22:46:52Z,"This investment made me $70,000 in 2024 #stocks #investing #crypto ",tiktok,Substack,0.8,0.0
7463246118525144362,tik.stocks,2025-01-23T22:46:52Z,"This investment made me $70,000 in 2024 #stocks #investing #crypto ",tiktok,iShares,0.9,0.8
7462107518492413230,tik.stocks,2025-01-20T21:08:58Z,Follow @tik.stocks for practical investing videos ,tiktok,tik.stocks,0.2,0.0
7459136672861736238,tik.stocks,2025-01-12T21:00:02Z,If you want to support those who lost their home and first responders...,tiktok,,,
7452031711745068334,tik.stocks,2024-12-24T17:29:04Z,Looking to own a piece of The Wolf of Wall Street this holiday season...,tiktok,Prop Store,0.9,0.0
7452031711745068334,tik.stocks,2024-12-24T17:29:04Z,Looking to own a piece of The Wolf of Wall Street this holiday season...,tiktok,Tag Heuer,0.9,0.0
7452031711745068334,tik.stocks,2024-12-24T17:29:04Z,Looking to own a piece of The Wolf of Wall Street this holiday season...,tiktok,Manolo Blahnik,0.9,0.0
7450118114185923882,tik.stocks,2024-12-19T13:43:23Z,AD: Frank Giustra has his eye on his next business move and I’m payin...,tiktok,apple,1.0,1.0
7450118114185923882,tik.stocks,2024-12-19T13:43:23Z,AD: Frank Giustra has his eye on his next business move and I’m payin...,tiktok,Lionsgate,1.0,1.0
7450118114185923882,tik.stocks,2024-12-19T13:43:23Z,AD: Frank Giustra has his eye on his next business move and I’m payin...,tiktok,Uranium One,1.0,1.0
7450118114185923882,tik.stocks,2024-12-19T13:43:23Z,AD: Frank Giustra has his eye on his next business move and I’m payin...,tiktok,West Red Lake Gold,1.0,0.8
7450118114185923882,tik.stocks,2024-12-19T13:43:23Z,AD: Frank Giustra has his eye on his next business move and I’m payin...,tiktok,Wheaton Rivers Metals,1.0,1.0
7447902607663762731,tik.stocks,2024-12-13T14:26:06Z,"Want to invest in EVs, green energy, and 5G all at once? Check out Si...",tiktok,Silver Corp Metals,1.0,1.0
7447638585420827947,tik.stocks,2024-12-12T21:21:29Z,Three Stocks to Buy Before the End of 2024 #stockmarket #stock #inves...,tiktok,Nvidia,1.0,1.0
7447638585420827947,tik.stocks,2024-12-12T21:21:29Z,Three Stocks to Buy Before the End of 2024 #stockmarket #stock #inves...,tiktok,Coinbase,1.0,1.0
7447638585420827947,tik.stocks,2024-12-12T21:21:29Z,Three Stocks to Buy Before the End of 2024 #stockmarket #stock #inves...,tiktok,Fair Isaac Corp,1.0,1.0
7446790994877599018,tik.stocks,2024-12-10T14:32:26Z,AD: this company protects your data using quantum computing #sponsore...,tiktok,Scope Technologies,0.9,1.0
7446564422400658731,tik.stocks,2024-12-09T23:53:12Z,Warrn Buffett on why he’d never buy crypto 👀 #bitcoin #crypto #warren...,tiktok,,,
7439473550651641118,tik.stocks,2024-11-20T21:17:15Z,"If I had $10,000 to invest in crypto here’s EXACTLY what I’d buy #inv...",tiktok,Bitcoin,0.9,1.0
7439473550651641118,tik.stocks,2024-11-20T21:17:15Z,"If I had $10,000 to invest in crypto here’s EXACTLY what I’d buy #inv...",tiktok,Solana,0.9,0.8
7428316900263726366,tik.stocks,2024-10-21T19:43:45Z,the first legal predictions market is at your fingertips @Kalshi Exch...,tiktok,Kalshi,0.9,0.9
7423878313615084831,tik.stocks,2024-10-09T20:39:43Z,"If i had $10,000 to invest here’s EXACTLY what I’d buy #investing #st...",tiktok,SPDR SMP 500 ETF,0.9,0.8
7423878313615084831,tik.stocks,2024-10-09T20:39:43Z,"If i had $10,000 to invest here’s EXACTLY what I’d buy #investing #st...",tiktok,Invesco QQQ,0.9,0.8
7423878313615084831,tik.stocks,2024-10-09T20:39:43Z,"If i had $10,000 to invest here’s EXACTLY what I’d buy #investing #st...",tiktok,Nvidia,0.95,0.7
7423878313615084831,tik.stocks,2024-10-09T20:39:43Z,"If i had $10,000 to invest here’s EXACTLY what I’d buy #investing #st...",tiktok,Tesla,0.95,0.7
7423878313615084831,tik.stocks,2024-10-09T20:39:43Z,"If i had $10,000 to invest here’s EXACTLY what I’d buy #investing #st...",tiktok,Apple,0.95,0.7
7423878313615084831,tik.stocks,2024-10-09T20:39:43Z,"If i had $10,000 to invest here’s EXACTLY what I’d buy #investing #st...",tiktok,Berkshire Hathaway,0.95,0.7
7423878313615084831,tik.stocks,2024-10-09T20:39:43Z,"If i had $10,000 to invest here’s EXACTLY what I’d buy #investing #st...",tiktok,Waste Management,0.9,0.7
7423878313615084831,tik.stocks,2024-10-09T20:39:43Z,"If i had $10,000 to invest here’s EXACTLY what I’d buy #investing #st...",tiktok,Costco,0.95,0.7
7411266899113168159,tik.stocks,2024-09-05T21:00:50Z,Is Warren Buffett Preparing for a Crash? 📉 . . . . . BONUS 5% RISK FR...,tiktok,Apple,1.0,-0.7
7411266899113168159,tik.stocks,2024-09-05T21:00:50Z,Is Warren Buffett Preparing for a Crash? 📉 . . . . . BONUS 5% RISK FR...,tiktok,Bank of America,1.0,-0.7
7411266899113168159,tik.stocks,2024-09-05T21:00:50Z,Is Warren Buffett Preparing for a Crash? 📉 . . . . . BONUS 5% RISK FR...,tiktok,Chevron,1.0,-0.7
7411266899113168159,tik.stocks,2024-09-05T21:00:50Z,Is Warren Buffett Preparing for a Crash? 📉 . . . . . BONUS 5% RISK FR...,tiktok,Starbucks,1.0,0.0
7411266899113168159,tik.stocks,2024-09-05T21:00:50Z,Is Warren Buffett Preparing for a Crash? 📉 . . . . . BONUS 5% RISK FR...,tiktok,Netflix,1.0,0.0
7406062856182992159,tik.stocks,2024-08-22T20:26:39Z,Three Stocks and ETFs You Should Definitely Have in Your Portfolio…wa...,tiktok,Invesco QQQ Trust,0.95,0.8
7406062856182992159,tik.stocks,2024-08-22T20:26:39Z,Three Stocks and ETFs You Should Definitely Have in Your Portfolio…wa...,tiktok,Nvidia,0.95,0.7
7406062856182992159,tik.stocks,2024-08-22T20:26:39Z,Three Stocks and ETFs You Should Definitely Have in Your Portfolio…wa...,tiktok,Apple,0.95,0.7
7406062856182992159,tik.stocks,2024-08-22T20:26:39Z,Three Stocks and ETFs You Should Definitely Have in Your Portfolio…wa...,tiktok,Microsoft,0.98,0.9
7406062856182992159,tik.stocks,2024-08-22T20:26:39Z,Three Stocks and ETFs You Should Definitely Have in Your Portfolio…wa...,tiktok,OpenAI,0.9,0.8
7406062856182992159,tik.stocks,2024-08-22T20:26:39Z,Three Stocks and ETFs You Should Definitely Have in Your Portfolio…wa...,tiktok,SPDR S&P 500 ETF,0.95,0.95
7377492375695887662,tik.stocks,2024-06-06T20:38:23Z,Three Stocks/Crypto I’ll Hold Through 2025 BONUS PICK: The fourth sto...,tiktok,SPDR,0.9,0.9
7354105830209359146,tik.stocks,2024-04-04T20:06:47Z,Three stocks I’ll hold forever The fourth stock I’ll hold forever is ...,tiktok,SPDR S&P 500 ETF,1.0,0.9
7354105830209359146,tik.stocks,2024-04-04T20:06:47Z,Three stocks I’ll hold forever The fourth stock I’ll hold forever is ...,tiktok,Microsoft,1.0,0.9
7354105830209359146,tik.stocks,2024-04-04T20:06:47Z,Three stocks I’ll hold forever The fourth stock I’ll hold forever is ...,tiktok,OpenAI,0.9,0.7
7354105830209359146,tik.stocks,2024-04-04T20:06:47Z,Three stocks I’ll hold forever The fourth stock I’ll hold forever is ...,tiktok,Berkshire Hathaway,1.0,0.9
7354105830209359146,tik.stocks,2024-04-04T20:06:47Z,Three stocks I’ll hold forever The fourth stock I’ll hold forever is ...,tiktok,Apple,1.0,0.3
7354105830209359146,tik.stocks,2024-04-04T20:06:47Z,Three stocks I’ll hold forever The fourth stock I’ll hold forever is ...,tiktok,American Express,1.0,0.3
7354105830209359146,tik.stocks,2024-04-04T20:06:47Z,Three stocks I’ll hold forever The fourth stock I’ll hold forever is ...,tiktok,Bank of America,1.0,0.3
7343731382851603755,tik.stocks,2024-03-07T21:09:06Z,three stocks and crypto I bought last month. I also bought a small am...,tiktok,SPDR S&P 500 ETF,1.0,0.8
7343731382851603755,tik.stocks,2024-03-07T21:09:06Z,three stocks and crypto I bought last month. I also bought a small am...,tiktok,Coinbase,1.0,0.9
7343731382851603755,tik.stocks,2024-03-07T21:09:06Z,three stocks and crypto I bought last month. I also bought a small am...,tiktok,Salona,0.8,0.9
7335973182207233322,tik.stocks,2024-02-15T23:23:03Z,The fourth investment I'd avoid are triple leveraged ETFs.  These are...,tiktok,GameStop,0.9,-0.9
7335973182207233322,tik.stocks,2024-02-15T23:23:03Z,The fourth investment I'd avoid are triple leveraged ETFs.  These are...,tiktok,AMC,0.9,-0.9
7330752295786859819,tik.stocks,2024-02-01T21:43:41Z,Three stocks I bought last month as a 36 year old self made millionai...,tiktok,SPDR S&P 500 ETF,1.0,1.0
7330752295786859819,tik.stocks,2024-02-01T21:43:41Z,Three stocks I bought last month as a 36 year old self made millionai...,tiktok,NVIDIA,0.9,1.0
7328146148408036651,tik.stocks,2024-01-25T21:10:01Z,Should you buy stocks at all-time highs? #stocks #investing ,tiktok,,,
7325572983395913006,tik.stocks,2024-01-18T22:44:58Z,"If I had $10,000 to invest here’s what I’d do #investing #stocks #goo...",tiktok,SPDR S&P 500 ETF Trust,0.95,0.8
7325572983395913006,tik.stocks,2024-01-18T22:44:58Z,"If I had $10,000 to invest here’s what I’d do #investing #stocks #goo...",tiktok,Invesco QQQ Trust,0.95,0.7
7325572983395913006,tik.stocks,2024-01-18T22:44:58Z,"If I had $10,000 to invest here’s what I’d do #investing #stocks #goo...",tiktok,Apple,1.0,0.6
7325572983395913006,tik.stocks,2024-01-18T22:44:58Z,"If I had $10,000 to invest here’s what I’d do #investing #stocks #goo...",tiktok,Microsoft,1.0,0.6
7325572983395913006,tik.stocks,2024-01-18T22:44:58Z,"If I had $10,000 to invest here’s what I’d do #investing #stocks #goo...",tiktok,Tesla,1.0,0.6
7325572983395913006,tik.stocks,2024-01-18T22:44:58Z,"If I had $10,000 to invest here’s what I’d do #investing #stocks #goo...",tiktok,Berkshire Hathaway,0.95,0.2
7325572983395913006,tik.stocks,2024-01-18T22:44:58Z,"If I had $10,000 to invest here’s what I’d do #investing #stocks #goo...",tiktok,Waste Management,0.95,0.2
7325572983395913006,tik.stocks,2024-01-18T22:44:58Z,"If I had $10,000 to invest here’s what I’d do #investing #stocks #goo...",tiktok,Costco,0.95,0.2
7322977872333835562,tik.stocks,2024-01-11T22:54:34Z,Will stocks go up in 2024? #stocks #investing #investing101 #learnont...,tiktok,Wall Street,0.9,-0.9
7320740127045668138,tik.stocks,2024-01-05T22:10:56Z,"If you’re a beginner investor, here’s how to get started 📈👨‍🏫 #invest...",tiktok,trade up,0.9,1.0
7320358436003204395,tik.stocks,2024-01-04T21:29:58Z,three stocks I bought last month #stocks #investing ,tiktok,SPDR S&P 500 ETF,0.9,0.9
7320358436003204395,tik.stocks,2024-01-04T21:29:58Z,three stocks I bought last month #stocks #investing ,tiktok,Dream Finders Home,0.9,0.8
7320358436003204395,tik.stocks,2024-01-04T21:29:58Z,three stocks I bought last month #stocks #investing ,tiktok,PRO Shares Ultra Pro QQQ,0.9,0.9
7320358436003204395,tik.stocks,2024-01-04T21:29:58Z,three stocks I bought last month #stocks #investing ,tiktok,NASDAQ,0.7,0.7
7312578994245750062,tik.stocks,2023-12-14T22:21:24Z,three things I wish I knew when i started investing #stocks #investing ,tiktok,,,
7307410319243054379,tik.stocks,2023-12-01T00:04:24Z,five stocks and ETFs I bought last month #stocks #investing ,tiktok,S P Y,1.0,0.8
7307410319243054379,tik.stocks,2023-12-01T00:04:24Z,five stocks and ETFs I bought last month #stocks #investing ,tiktok,Apple,1.0,0.0
7307410319243054379,tik.stocks,2023-12-01T00:04:24Z,five stocks and ETFs I bought last month #stocks #investing ,tiktok,Microsoft,1.0,0.0
7307410319243054379,tik.stocks,2023-12-01T00:04:24Z,five stocks and ETFs I bought last month #stocks #investing ,tiktok,Amazon,1.0,0.0
7307410319243054379,tik.stocks,2023-12-01T00:04:24Z,five stocks and ETFs I bought last month #stocks #investing ,tiktok,Costco,1.0,0.9
7307410319243054379,tik.stocks,2023-12-01T00:04:24Z,five stocks and ETFs I bought last month #stocks #investing ,tiktok,target,1.0,-0.5
7307410319243054379,tik.stocks,2023-12-01T00:04:24Z,five stocks and ETFs I bought last month #stocks #investing ,tiktok,Walmart,1.0,-0.5
7307410319243054379,tik.stocks,2023-12-01T00:04:24Z,five stocks and ETFs I bought last month #stocks #investing ,tiktok,Camico,0.9,0.8
7307410319243054379,tik.stocks,2023-12-01T00:04:24Z,five stocks and ETFs I bought last month #stocks #investing ,tiktok,GLD,1.0,0.7
7304424455424544043,tik.stocks,2023-11-22T22:57:44Z,the easiest way to keep your data safe #cybersecurity #scamalert #hac...,tiktok,Amazon,0.9,0.0
7304424455424544043,tik.stocks,2023-11-22T22:57:44Z,the easiest way to keep your data safe #cybersecurity #scamalert #hac...,tiktok,Guardio,0.9,1.0
7303700056287235358,tik.stocks,2023-11-21T00:06:35Z,how I’m making money from the OpenAI collapse #stocks #investing #ope...,tiktok,OpenAI,1.0,-1.0
7303700056287235358,tik.stocks,2023-11-21T00:06:35Z,how I’m making money from the OpenAI collapse #stocks #investing #ope...,tiktok,Microsoft,1.0,1.0
7303700056287235358,tik.stocks,2023-11-21T00:06:35Z,how I’m making money from the OpenAI collapse #stocks #investing #ope...,tiktok,Twitch,0.9,0.0
7301456263911722283,tik.stocks,2023-11-14T22:59:37Z,three reasons stocks can keep rallying #stocks #investing #janetyelle...,tiktok,Federal Reserve,0.9,0.7
7296989680464317742,tik.stocks,2023-11-02T22:07:03Z,Replying to @kingmikewood why your stocks are up this week,tiktok,,,
7294382487042608427,tik.stocks,2023-10-26T21:29:37Z,why stocks are down this week 📉 #stocks #investing ,tiktok,Apple,1.0,-0.2
7294382487042608427,tik.stocks,2023-10-26T21:29:37Z,why stocks are down this week 📉 #stocks #investing ,tiktok,Microsoft,1.0,-0.2
7294382487042608427,tik.stocks,2023-10-26T21:29:37Z,why stocks are down this week 📉 #stocks #investing ,tiktok,Amazon,1.0,-0.2
7294382487042608427,tik.stocks,2023-10-26T21:29:37Z,why stocks are down this week 📉 #stocks #investing ,tiktok,Alphabet,1.0,-0.8
7294382487042608427,tik.stocks,2023-10-26T21:29:37Z,why stocks are down this week 📉 #stocks #investing ,tiktok,Nvidia,0.9,-0.2
7294382487042608427,tik.stocks,2023-10-26T21:29:37Z,why stocks are down this week 📉 #stocks #investing ,tiktok,Meta,1.0,-0.8
7294382487042608427,tik.stocks,2023-10-26T21:29:37Z,why stocks are down this week 📉 #stocks #investing ,tiktok,Tesla,1.0,-0.8
7292081955674328362,tik.stocks,2023-10-20T16:42:25Z,It’s never been more important to get your news and information from ...,tiktok,,,
7289188938810494254,tik.stocks,2023-10-12T21:36:08Z,A 2023 year-end rally for stocks? I’d like to see these three things ...,tiktok,,,
7283999729757867306,tik.stocks,2023-09-28T21:59:15Z,Are you bullish on Meta Platforms (META)? Let me know in the comments...,tiktok,Meta Platforms,1.0,0.7
7283999729757867306,tik.stocks,2023-09-28T21:59:15Z,Are you bullish on Meta Platforms (META)? Let me know in the comments...,tiktok,Ray Ban,0.8,0.7
7281796528174288170,tik.stocks,2023-09-22T23:29:39Z,#ad you can do WAY more than buy stocks on the MooMoo app #stocks #in...,tiktok,MooMoo,1.0,1.0
7281796528174288170,tik.stocks,2023-09-22T23:29:39Z,#ad you can do WAY more than buy stocks on the MooMoo app #stocks #in...,tiktok,Tesla,1.0,0.8
7281796528174288170,tik.stocks,2023-09-22T23:29:39Z,#ad you can do WAY more than buy stocks on the MooMoo app #stocks #in...,tiktok,Expedia,1.0,0.2
7273238606863404330,tik.stocks,2023-08-30T22:00:37Z,Will the US housing market crash? ##housingmarketcrash #investing #ho...,tiktok,Berkshire Hathaway,0.9,0.8
7273238606863404330,tik.stocks,2023-08-30T22:00:37Z,Will the US housing market crash? ##housingmarketcrash #investing #ho...,tiktok,Federal Reserve,0.7,0.0
