video_id,channel_name,publishedAt,title,source,company,confidence,sentiment
7488478041987960110,madymills,2025-04-01T22:40:01Z,The abundance mindset lore is bordering risky IMO. Let’s help each ot...,tiktok,,,
7488467065188240686,madymills,2025-04-01T21:57:31Z,How are rich people trying to get richer this week? 3 things I learne...,tiktok,Apple,0.95,0.8
7488467065188240686,madymills,2025-04-01T21:57:31Z,How are rich people trying to get richer this week? 3 things I learne...,tiktok,Microsoft,0.95,0.8
7488467065188240686,madymills,2025-04-01T21:57:31Z,How are rich people trying to get richer this week? 3 things I learne...,tiktok,Alphabet,0.95,0.8
7488467065188240686,madymills,2025-04-01T21:57:31Z,How are rich people trying to get richer this week? 3 things I learne...,tiktok,Amazon,0.95,0.8
7488467065188240686,madymills,2025-04-01T21:57:31Z,How are rich people trying to get richer this week? 3 things I learne...,tiktok,Nvidia,0.95,0.8
7488467065188240686,madymills,2025-04-01T21:57:31Z,How are rich people trying to get richer this week? 3 things I learne...,tiktok,Tesla,0.95,0.8
7488467065188240686,madymills,2025-04-01T21:57:31Z,How are rich people trying to get richer this week? 3 things I learne...,tiktok,Meta Platforms,0.95,0.8
7488464766030056750,madymills,2025-04-01T21:48:37Z,Investors are as worried about tariffs as my dog is worried about wha...,tiktok,,,
7488123854015974698,madymills,2025-03-31T23:45:27Z,How tariffs could make your wedding more expensive #weddingbudget #ta...,tiktok,Amazon,1.0,-0.5
7488123854015974698,madymills,2025-03-31T23:45:27Z,How tariffs could make your wedding more expensive #weddingbudget #ta...,tiktok,Temu,0.8,-0.5
7488123854015974698,madymills,2025-03-31T23:45:27Z,How tariffs could make your wedding more expensive #weddingbudget #ta...,tiktok,Shein,1.0,-0.5
7488098451943755054,madymills,2025-03-31T22:07:04Z,Tariffs and investors need to have a chat amid this market selloff. #...,tiktok,,,
7487689955439906091,madymills,2025-03-30T19:41:38Z,Motherhood is a financial hardship in our country. It’s statistically...,tiktok,,,
7487305480063274286,madymills,2025-03-29T18:49:40Z,TY @Jess | Stock Market Explained for the great chart!!! Here’s WHY y...,tiktok,Stock Market Explained,0.3,0.0
7486966772357451054,madymills,2025-03-28T20:55:11Z,How much are you paying for your wedding and how did you land there? ...,tiktok,TikTok,0.9,0.0
7486957751462202670,madymills,2025-03-28T20:20:06Z,"NUULY, ANTHRO, FREE PEOPLE GIRLIES this is not a drill, NYC FINALLY h...",tiktok,Nuuly,0.9,0.7
