video_id,channel_name,publishedAt,title,company,confidence,sentiment
yIZkI85YJ4s,The Investor Channel,2023-12-29T23:18:04Z,Will FAANG Stock Soar AGAIN In 2024?,Apple,1.0,0.3
yIZkI85YJ4s,The Investor Channel,2023-12-29T23:18:04Z,Will FAANG Stock Soar AGAIN In 2024?,Meta Platforms,1.0,0.8
yIZkI85YJ4s,The Investor Channel,2023-12-29T23:18:04Z,Will FAANG Stock Soar AGAIN In 2024?,Amazon,1.0,0.8
yIZkI85YJ4s,The Investor Channel,2023-12-29T23:18:04Z,Will FAANG Stock Soar AGAIN In 2024?,Booking,0.9,0.6
yIZkI85YJ4s,The Investor Channel,2023-12-29T23:18:04Z,Will FAANG Stock Soar AGAIN In 2024?,Uber,0.9,0.6
yIZkI85YJ4s,The Investor Channel,2023-12-29T23:18:04Z,Will FAANG Stock Soar AGAIN In 2024?,Web Bush,0.9,0.0
yIZkI85YJ4s,The Investor Channel,2023-12-29T23:18:04Z,Will FAANG Stock Soar AGAIN In 2024?,Microsoft,1.0,0.7
yIZkI85YJ4s,The Investor Channel,2023-12-29T23:18:04Z,Will FAANG Stock Soar AGAIN In 2024?,Google,1.0,0.4
yIZkI85YJ4s,The Investor Channel,2023-12-29T23:18:04Z,Will FAANG Stock Soar AGAIN In 2024?,Open AI,0.9,0.2
yIZkI85YJ4s,The Investor Channel,2023-12-29T23:18:04Z,Will FAANG Stock Soar AGAIN In 2024?,Disney,1.0,-0.8
yIZkI85YJ4s,The Investor Channel,2023-12-29T23:18:04Z,Will FAANG Stock Soar AGAIN In 2024?,Paramount,0.9,-0.8
yIZkI85YJ4s,The Investor Channel,2023-12-29T23:18:04Z,Will FAANG Stock Soar AGAIN In 2024?,Warner Brothers,0.9,-0.8
yIZkI85YJ4s,The Investor Channel,2023-12-29T23:18:04Z,Will FAANG Stock Soar AGAIN In 2024?,Anthropic,0.9,0.9
yIZkI85YJ4s,The Investor Channel,2023-12-29T23:18:04Z,Will FAANG Stock Soar AGAIN In 2024?,Netflix,1.0,0.9
yIZkI85YJ4s,The Investor Channel,2023-12-29T23:18:04Z,Will FAANG Stock Soar AGAIN In 2024?,Nvidia,1.0,1.0
yIZkI85YJ4s,The Investor Channel,2023-12-29T23:18:04Z,Will FAANG Stock Soar AGAIN In 2024?,Intel,1.0,0.5
yIZkI85YJ4s,The Investor Channel,2023-12-29T23:18:04Z,Will FAANG Stock Soar AGAIN In 2024?,ASM,0.8,0.0
yIZkI85YJ4s,The Investor Channel,2023-12-29T23:18:04Z,Will FAANG Stock Soar AGAIN In 2024?,AMD,1.0,0.6
yIZkI85YJ4s,The Investor Channel,2023-12-29T23:18:04Z,Will FAANG Stock Soar AGAIN In 2024?,TSM,0.9,0.0
yIZkI85YJ4s,The Investor Channel,2023-12-29T23:18:04Z,Will FAANG Stock Soar AGAIN In 2024?,News Corp,0.9,0.6
yIZkI85YJ4s,The Investor Channel,2023-12-29T23:18:04Z,Will FAANG Stock Soar AGAIN In 2024?,New York Times,0.9,-0.5
yIZkI85YJ4s,The Investor Channel,2023-12-29T23:18:04Z,Will FAANG Stock Soar AGAIN In 2024?,Salesforce,0.9,0.7
yIZkI85YJ4s,The Investor Channel,2023-12-29T23:18:04Z,Will FAANG Stock Soar AGAIN In 2024?,ServiceNow,0.9,0.7
yIZkI85YJ4s,The Investor Channel,2023-12-29T23:18:04Z,Will FAANG Stock Soar AGAIN In 2024?,Tesla,1.0,0.6
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,Meta Platforms,1.0,0.9
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,Google,1.0,0.6
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,Bytedance,0.9,0.8
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,Snapchat,0.9,0.7
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,Pinterest,0.9,0.7
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,Tencent,0.9,-0.2
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,Netflix,1.0,0.2
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,Apple,1.0,-0.3
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,Best Buy,0.9,0.0
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,Target,0.9,0.0
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,Masimo,0.9,0.8
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,Amazon,1.0,0.4
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,Diamond Sports Group,0.8,0.0
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,Paramount,0.9,-0.6
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,Warner Bros. Discovery,0.9,-0.6
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,Disney,1.0,-0.7
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,Hulu,0.8,-0.7
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,Broadcom,1.0,0.8
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,Nvidia,1.0,0.3
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,AMD,0.9,0.0
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,Cerebras,0.7,0.0
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,Intel,0.9,0.0
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,Taiwan Semiconductor Manufacturing Company,1.0,0.6
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,Microsoft,1.0,0.3
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,OpenAI,0.9,-0.4
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,Tesla,1.0,0.2
MQuPT2q1W94,The Investor Channel,2023-12-22T22:26:41Z,BIG FAANG Stock PULL BACK COMING??,Panasonic,0.9,-0.5
Q_4w_8qrBxg,The Investor Channel,2023-12-18T15:57:17Z,TOP 2 Stock Market AI Plays (Under The Radar),IBM,0.95,0.8
Q_4w_8qrBxg,The Investor Channel,2023-12-18T15:57:17Z,TOP 2 Stock Market AI Plays (Under The Radar),Commodore,0.9,0.7
Q_4w_8qrBxg,The Investor Channel,2023-12-18T15:57:17Z,TOP 2 Stock Market AI Plays (Under The Radar),Compaq,0.9,0.7
Q_4w_8qrBxg,The Investor Channel,2023-12-18T15:57:17Z,TOP 2 Stock Market AI Plays (Under The Radar),Gateway,0.9,0.7
Q_4w_8qrBxg,The Investor Channel,2023-12-18T15:57:17Z,TOP 2 Stock Market AI Plays (Under The Radar),Microsoft,0.98,0.9
Q_4w_8qrBxg,The Investor Channel,2023-12-18T15:57:17Z,TOP 2 Stock Market AI Plays (Under The Radar),Cisco,0.95,0.8
Q_4w_8qrBxg,The Investor Channel,2023-12-18T15:57:17Z,TOP 2 Stock Market AI Plays (Under The Radar),Netscape,0.9,0.7
Q_4w_8qrBxg,The Investor Channel,2023-12-18T15:57:17Z,TOP 2 Stock Market AI Plays (Under The Radar),AOL,0.9,0.7
Q_4w_8qrBxg,The Investor Channel,2023-12-18T15:57:17Z,TOP 2 Stock Market AI Plays (Under The Radar),Nvidia,0.98,0.9
Q_4w_8qrBxg,The Investor Channel,2023-12-18T15:57:17Z,TOP 2 Stock Market AI Plays (Under The Radar),AMD,0.98,0.9
Q_4w_8qrBxg,The Investor Channel,2023-12-18T15:57:17Z,TOP 2 Stock Market AI Plays (Under The Radar),Google,0.98,0.9
Q_4w_8qrBxg,The Investor Channel,2023-12-18T15:57:17Z,TOP 2 Stock Market AI Plays (Under The Radar),Take-Two Interactive,0.95,0.8
Q_4w_8qrBxg,The Investor Channel,2023-12-18T15:57:17Z,TOP 2 Stock Market AI Plays (Under The Radar),Electronic Arts,0.95,0.8
Q_4w_8qrBxg,The Investor Channel,2023-12-18T15:57:17Z,TOP 2 Stock Market AI Plays (Under The Radar),Sony,0.95,0.8
Q_4w_8qrBxg,The Investor Channel,2023-12-18T15:57:17Z,TOP 2 Stock Market AI Plays (Under The Radar),Apple,0.95,0.8
yPX_Z4EQLh0,The Investor Channel,2023-12-15T23:24:08Z,FAANG STOCK RECAP SHOW | Google Breakup? | APPLE All-Time Highs! | More Stock Gains COMING?,Google,0.95,-0.3
yPX_Z4EQLh0,The Investor Channel,2023-12-15T23:24:08Z,FAANG STOCK RECAP SHOW | Google Breakup? | APPLE All-Time Highs! | More Stock Gains COMING?,Apple,0.95,0.8
yPX_Z4EQLh0,The Investor Channel,2023-12-15T23:24:08Z,FAANG STOCK RECAP SHOW | Google Breakup? | APPLE All-Time Highs! | More Stock Gains COMING?,Meta,0.95,0.2
yPX_Z4EQLh0,The Investor Channel,2023-12-15T23:24:08Z,FAANG STOCK RECAP SHOW | Google Breakup? | APPLE All-Time Highs! | More Stock Gains COMING?,Amazon,0.95,0.3
