video_id,channel_name,publishedAt,title,source,company,confidence,sentiment
7486887650821934379,humphreytalks,2025-03-28T15:48:04Z,How fast can you spend $100 Billion dollars?,tiktok,McDonald's,0.9,0.0
7486887650821934379,humphreytalks,2025-03-28T15:48:04Z,How fast can you spend $100 Billion dollars?,tiktok,NBA,0.7,0.0
7486887650821934379,humphreytalks,2025-03-28T15:48:04Z,How fast can you spend $100 Billion dollars?,tiktok,Nike,0.9,0.0
7486887650821934379,humphreytalks,2025-03-28T15:48:04Z,How fast can you spend $100 Billion dollars?,tiktok,Under Armour,0.9,0.0
7486887650821934379,humphreytalks,2025-03-28T15:48:04Z,How fast can you spend $100 Billion dollars?,tiktok,Boeing,1.0,0.0
7486887650821934379,humphreytalks,2025-03-28T15:48:04Z,How fast can you spend $100 Billion dollars?,tiktok,Ferrari,1.0,0.0
7486887650821934379,humphreytalks,2025-03-28T15:48:04Z,How fast can you spend $100 Billion dollars?,tiktok,Ford,1.0,0.0
7486887650821934379,humphreytalks,2025-03-28T15:48:04Z,How fast can you spend $100 Billion dollars?,tiktok,Rolex,1.0,0.0
7486525803283434795,humphreytalks,2025-03-27T16:23:57Z,How much Coca Cola stock you would need to make $100/month in dividen...,tiktok,Coca Cola,0.95,0.0
7485886142047358250,humphreytalks,2025-03-25T23:01:55Z,Selling my Costco Gold Bar… here’s how it went 👀 ,tiktok,Costco,0.95,0.1
7485886142047358250,humphreytalks,2025-03-25T23:01:55Z,Selling my Costco Gold Bar… here’s how it went 👀 ,tiktok,winner coin,0.8,0.9
7484680950375255339,humphreytalks,2025-03-22T17:05:17Z,Why Lottery Jackpots are hitting over $1B: explained! ,tiktok,Powerball,0.9,0.2
7484680950375255339,humphreytalks,2025-03-22T17:05:17Z,Why Lottery Jackpots are hitting over $1B: explained! ,tiktok,Mega Millions,0.9,0.2
7484352988962688299,humphreytalks,2025-03-21T19:52:35Z,The most and least stolen cars 🚗🚙 did this surprise you? ,tiktok,Consumer Reports,0.9,0.0
7484352988962688299,humphreytalks,2025-03-21T19:52:35Z,The most and least stolen cars 🚗🚙 did this surprise you? ,tiktok,Tesla,1.0,0.8
7484352988962688299,humphreytalks,2025-03-21T19:52:35Z,The most and least stolen cars 🚗🚙 did this surprise you? ,tiktok,Hyundai,1.0,-0.3
7484352988962688299,humphreytalks,2025-03-21T19:52:35Z,The most and least stolen cars 🚗🚙 did this surprise you? ,tiktok,Dodge,1.0,-0.9
7484352988962688299,humphreytalks,2025-03-21T19:52:35Z,The most and least stolen cars 🚗🚙 did this surprise you? ,tiktok,Kia,1.0,-0.7
7483947306853616938,humphreytalks,2025-03-20T17:38:01Z,"Are we cooked chat? DoorDash, $DASH, and Klarna have signed a deal wh...",tiktok,DoorDash,0.9,-0.3
7483947306853616938,humphreytalks,2025-03-20T17:38:01Z,"Are we cooked chat? DoorDash, $DASH, and Klarna have signed a deal wh...",tiktok,Klarna,0.9,-0.5
7483665518423985454,humphreytalks,2025-03-19T23:24:46Z,How a small decision can save you a lot in a Mortgage 🤯 ,tiktok,,,
7483268164323691819,humphreytalks,2025-03-18T21:42:52Z,Two friends buy Tesla stock at the same time. One sells it a month ea...,tiktok,Tesla,1.0,0.9
7482896271318175022,humphreytalks,2025-03-17T21:39:45Z,Here are 4 ETFs that are great buy and holds for life. #investing ,tiktok,Vanguard,1.0,1.0
7482896271318175022,humphreytalks,2025-03-17T21:39:45Z,Here are 4 ETFs that are great buy and holds for life. #investing ,tiktok,Charles Schwab,1.0,0.5
7482553427831295278,humphreytalks,2025-03-16T23:29:18Z,Here are 4 subtle signs you’re doing well financially - let me know h...,tiktok,,,
7482112143417036075,humphreytalks,2025-03-15T18:57:03Z,"How far $100,000 salary goes in 2025… what are your thoughts?",tiktok,,,
7481703472295906602,humphreytalks,2025-03-14T16:31:19Z,My niche problem lol  ,tiktok,,,
7481362997701791022,humphreytalks,2025-03-13T18:29:37Z,How to use Credit Card the Right Way #creditcards ,tiktok,,,
7480707372458118446,humphreytalks,2025-03-12T00:05:46Z,The 🥃 liquor room of a Bowling Alley saves him $36k per year @Yianni ...,tiktok,,,
7480304359558008110,humphreytalks,2025-03-10T22:01:54Z,Thoughts on todays stock market 3/10/2025,tiktok,NASDAQ,0.9,-0.5
7479857932440538414,humphreytalks,2025-03-09T17:09:27Z,A paradox in economics… ,tiktok,Louis Vuitton,1.0,0.0
7479520749351439662,humphreytalks,2025-03-08T19:21:01Z,The American Express Platinum Card: is it worth it? Explained. ,tiktok,American Express,1.0,1.0
7479520749351439662,humphreytalks,2025-03-08T19:21:01Z,The American Express Platinum Card: is it worth it? Explained. ,tiktok,Wall Street Journal,1.0,0.5
7479520749351439662,humphreytalks,2025-03-08T19:21:01Z,The American Express Platinum Card: is it worth it? Explained. ,tiktok,Uber,1.0,0.5
7479520749351439662,humphreytalks,2025-03-08T19:21:01Z,The American Express Platinum Card: is it worth it? Explained. ,tiktok,Equinox,1.0,0.5
7479520749351439662,humphreytalks,2025-03-08T19:21:01Z,The American Express Platinum Card: is it worth it? Explained. ,tiktok,Netflix,1.0,0.0
