video_id,channel_name,publishedAt,title,company,confidence,sentiment
W7BHwWsxZIw,MarketBeat,2023-12-27T13:30:14Z,Apple Stock - Best Days Ahead or Behind It?,Apple,1.0,0.6
W7BHwWsxZIw,MarketBeat,2023-12-27T13:30:14Z,Apple Stock - Best Days Ahead or Behind It?,ESPN,0.9,0.0
W7BHwWsxZIw,MarketBeat,2023-12-27T13:30:14Z,Apple Stock - Best Days Ahead or Behind It?,YouTube,1.0,0.0
W7BHwWsxZIw,MarketBeat,2023-12-27T13:30:14Z,Apple Stock - Best Days Ahead or Behind It?,NFL,0.8,0.0
W7BHwWsxZIw,MarketBeat,2023-12-27T13:30:14Z,Apple Stock - Best Days Ahead or Behind It?,Marketbeat,0.9,0.0
aGeqRGfoiBU,MarketBeat,2023-12-22T13:30:00Z,Top Retail Stock Upgrades to Watch,Target,0.95,-0.6
aGeqRGfoiBU,MarketBeat,2023-12-22T13:30:00Z,Top Retail Stock Upgrades to Watch,Costco,1.0,0.7
aGeqRGfoiBU,MarketBeat,2023-12-22T13:30:00Z,Top Retail Stock Upgrades to Watch,Domino's,1.0,0.8
aGeqRGfoiBU,MarketBeat,2023-12-22T13:30:00Z,Top Retail Stock Upgrades to Watch,McDonald's,0.95,0.0
aGeqRGfoiBU,MarketBeat,2023-12-22T13:30:00Z,Top Retail Stock Upgrades to Watch,Uber,0.9,0.0
aGeqRGfoiBU,MarketBeat,2023-12-22T13:30:00Z,Top Retail Stock Upgrades to Watch,Chipotle Mexican Grill,0.95,0.7
aGeqRGfoiBU,MarketBeat,2023-12-22T13:30:00Z,Top Retail Stock Upgrades to Watch,Wing Stop,1.0,-0.5
aGeqRGfoiBU,MarketBeat,2023-12-22T13:30:00Z,Top Retail Stock Upgrades to Watch,William Sonoma,1.0,-0.4
WbQjssfMbzM,MarketBeat,2023-12-20T13:30:13Z,Is Rocket Lab Stock Worthy of Penny Stock Status?,Rocket Lab,0.95,0.6
WbQjssfMbzM,MarketBeat,2023-12-20T13:30:13Z,Is Rocket Lab Stock Worthy of Penny Stock Status?,SpaceX,0.9,0.8
