video_id,channel_name,publishedAt,title,company,confidence,sentiment
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,Intel,0.95,0.7
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,Nvidia,1.0,1.0
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,Meta,1.0,1.0
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,Royal Caribbean Cruises,0.95,0.7
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,Carnival Cruise Line,0.95,0.6
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,Builder FirstSource,0.95,0.9
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,Uber,0.95,0.9
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,PulteGroup,0.9,0.5
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,AMD,0.95,0.6
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,Palo Alto Networks,0.95,0.5
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,Tesla,1.0,0.9
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,Broadcom,0.95,0.5
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,Salesforce,0.95,0.5
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,Arista Networks,0.9,0.5
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,GE,0.95,0.9
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,Google,1.0,0.0
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,Tattooed Chef,0.95,-1.0
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,Nikola,0.95,-1.0
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,Nio,0.95,-1.0
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,Party City,0.95,-1.0
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,Tuesday Morning,0.95,-1.0
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,Lordstown,0.95,-1.0
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,SmileDirectClub,0.95,-1.0
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,Rite Aid,0.9,-0.7
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,WeWork,0.95,-1.0
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,Bed Bath & Beyond,0.95,-1.0
4HZtP2nSpmo,Everything Money,2023-12-30T15:00:03Z,REWIND the Best Stocks of 2023,Overstock,0.95,0.7
FTQzjoY8WCE,Everything Money,2023-12-28T15:00:10Z,The Stocks We Bought In 2023 (Portfolio Update),3M,1.0,0.5
FTQzjoY8WCE,Everything Money,2023-12-28T15:00:10Z,The Stocks We Bought In 2023 (Portfolio Update),Alibaba,1.0,0.0
FTQzjoY8WCE,Everything Money,2023-12-28T15:00:10Z,The Stocks We Bought In 2023 (Portfolio Update),American Express,1.0,0.5
FTQzjoY8WCE,Everything Money,2023-12-28T15:00:10Z,The Stocks We Bought In 2023 (Portfolio Update),Brookfield Asset Management,1.0,0.5
FTQzjoY8WCE,Everything Money,2023-12-28T15:00:10Z,The Stocks We Bought In 2023 (Portfolio Update),Disney,1.0,0.5
FTQzjoY8WCE,Everything Money,2023-12-28T15:00:10Z,The Stocks We Bought In 2023 (Portfolio Update),Gener,0.9,0.6
FTQzjoY8WCE,Everything Money,2023-12-28T15:00:10Z,The Stocks We Bought In 2023 (Portfolio Update),HP Inc.,1.0,0.5
FTQzjoY8WCE,Everything Money,2023-12-28T15:00:10Z,The Stocks We Bought In 2023 (Portfolio Update),Paycom,1.0,0.7
FTQzjoY8WCE,Everything Money,2023-12-28T15:00:10Z,The Stocks We Bought In 2023 (Portfolio Update),Paypal,1.0,0.2
FTQzjoY8WCE,Everything Money,2023-12-28T15:00:10Z,The Stocks We Bought In 2023 (Portfolio Update),Sprouts Farmers Market,1.0,0.7
FTQzjoY8WCE,Everything Money,2023-12-28T15:00:10Z,The Stocks We Bought In 2023 (Portfolio Update),Amazon,1.0,-0.5
FTQzjoY8WCE,Everything Money,2023-12-28T15:00:10Z,The Stocks We Bought In 2023 (Portfolio Update),Apple,1.0,0.3
FTQzjoY8WCE,Everything Money,2023-12-28T15:00:10Z,The Stocks We Bought In 2023 (Portfolio Update),Google,1.0,0.0
FTQzjoY8WCE,Everything Money,2023-12-28T15:00:10Z,The Stocks We Bought In 2023 (Portfolio Update),Southwest Airlines,1.0,0.3
FTQzjoY8WCE,Everything Money,2023-12-28T15:00:10Z,The Stocks We Bought In 2023 (Portfolio Update),ARK Invest,0.9,0.0
J0i5PDTB1JQ,Everything Money,2023-12-27T15:00:24Z,5 Stocks Dividend Investors Are Buying Now,Verizon,1.0,-0.9
J0i5PDTB1JQ,Everything Money,2023-12-27T15:00:24Z,5 Stocks Dividend Investors Are Buying Now,Berkshire Hathaway,1.0,0.0
J0i5PDTB1JQ,Everything Money,2023-12-27T15:00:24Z,5 Stocks Dividend Investors Are Buying Now,PepsiCo,1.0,-0.4
J0i5PDTB1JQ,Everything Money,2023-12-27T15:00:24Z,5 Stocks Dividend Investors Are Buying Now,Cisco,1.0,0.9
