video_id,channel_name,publishedAt,title,source,company,confidence,sentiment,company_name,tickers,sector,industry,country,website
7488478041987960110,madymills,2025-04-01T22:40:01Z,The abundance mindset lore is bordering risky IMO. Let’s help each ot...,tiktok,Imperial Oil Limited,0.35,0.0,CHK OIL,0632.HK,Energy,Oil & Gas E&P,Hong Kong,https://www.chkoilltd.com
7488467065188240686,madymills,2025-04-01T21:57:31Z,How are rich people trying to get richer this week? 3 things I learne...,tiktok,Magnificent Seven,1.0,0.7,Roundhill Magnificent Seven ETF,MAGS,,,,
7488467065188240686,madymills,2025-04-01T21:57:31Z,How are rich people trying to get richer this week? 3 things I learne...,tiktok,"Agilent Technologies, Inc.",0.35,0.0,"Agilent Technologies, Inc.",A,Healthcare,Diagnostics & Research,United States,https://www.agilent.com
7488464766030056750,madymills,2025-04-01T21:48:37Z,Investors are as worried about tariffs as my dog is worried about wha...,tiktok,Philip Morris International Inc.,0.35,0.0,Philip Morris International Inc.,PM,Consumer Defensive,Tobacco,United States,https://www.pmi.com
7488464766030056750,madymills,2025-04-01T21:48:37Z,Investors are as worried about tariffs as my dog is worried about wha...,tiktok,"Agilent Technologies, Inc.",0.35,0.0,"Agilent Technologies, Inc.",A,Healthcare,Diagnostics & Research,United States,https://www.agilent.com
7488123854015974698,madymills,2025-03-31T23:45:27Z,How tariffs could make your wedding more expensive #weddingbudget #ta...,tiktok,Amazon,0.9,-0.2,"Amazon.com, Inc.",AMZN,Consumer Cyclical,Internet Retail,United States,https://www.aboutamazon.com
7488123854015974698,madymills,2025-03-31T23:45:27Z,How tariffs could make your wedding more expensive #weddingbudget #ta...,tiktok,Temu,0.8,-0.2,BioMarin Pharmaceutical Inc.,BMRN,Healthcare,Biotechnology,United States,https://www.biomarin.com
7488123854015974698,madymills,2025-03-31T23:45:27Z,How tariffs could make your wedding more expensive #weddingbudget #ta...,tiktok,Shein,0.9,-0.2,BioMarin Pharmaceutical Inc.,BMRN,Healthcare,Biotechnology,United States,https://www.biomarin.com
7488123854015974698,madymills,2025-03-31T23:45:27Z,How tariffs could make your wedding more expensive #weddingbudget #ta...,tiktok,"Agilent Technologies, Inc.",0.35,0.0,"Agilent Technologies, Inc.",A,Healthcare,Diagnostics & Research,United States,https://www.agilent.com
7488098451943755054,madymills,2025-03-31T22:07:04Z,Tariffs and investors need to have a chat amid this market selloff. #...,tiktok,"Ryder System, Inc.",0.35,0.0,"Community Financial System, Inc.",CBU,Financial Services,Banks - Regional,United States,https://communityfinancialsystem.com
7487689955439906091,madymills,2025-03-30T19:41:38Z,Motherhood is a financial hardship in our country. It’s statistically...,tiktok,,,,,,,,,
7487305480063274286,madymills,2025-03-29T18:49:40Z,TY @Jess | Stock Market Explained for the great chart!!! Here’s WHY y...,tiktok,S&P Global,0.7,0.0,NIQ Global Intelligence plc,NIQ,,,,
7487305480063274286,madymills,2025-03-29T18:49:40Z,TY @Jess | Stock Market Explained for the great chart!!! Here’s WHY y...,tiktok,Tri-Continental Corporation,0.35,0.0,Tri-Continental Corporation,TY,Financial Services,Asset Management,United States,https://www.columbiathreadneedleus.com
7487305480063274286,madymills,2025-03-29T18:49:40Z,TY @Jess | Stock Market Explained for the great chart!!! Here’s WHY y...,tiktok,"SentinelOne, Inc.",0.35,0.0,"SentinelOne, Inc.",S,Technology,Software - Infrastructure,United States,https://www.sentinelone.com
7486966772357451054,madymills,2025-03-28T20:55:11Z,How much are you paying for your wedding and how did you land there? ...,tiktok,TikTok,0.5,0.0,BioMarin Pharmaceutical Inc.,BMRN,Healthcare,Biotechnology,United States,https://www.biomarin.com
7486957751462202670,madymills,2025-03-28T20:20:06Z,"NUULY, ANTHRO, FREE PEOPLE GIRLIES this is not a drill, NYC FINALLY h...",tiktok,American Strategic Investment Co.,1.0,0.0,American Strategic Investment Co.,NYC,Real Estate,Real Estate Services,United States,https://www.americanStrategicInvestment.com
7486957751462202670,madymills,2025-03-28T20:20:06Z,"NUULY, ANTHRO, FREE PEOPLE GIRLIES this is not a drill, NYC FINALLY h...",tiktok,Nuuly,0.7,0.8,BioMarin Pharmaceutical Inc.,BMRN,Healthcare,Biotechnology,United States,https://www.biomarin.com
7486957751462202670,madymills,2025-03-28T20:20:06Z,"NUULY, ANTHRO, FREE PEOPLE GIRLIES this is not a drill, NYC FINALLY h...",tiktok,Anthropologie,0.7,0.8,BioMarin Pharmaceutical Inc.,BMRN,Healthcare,Biotechnology,United States,https://www.biomarin.com
7486957751462202670,madymills,2025-03-28T20:20:06Z,"NUULY, ANTHRO, FREE PEOPLE GIRLIES this is not a drill, NYC FINALLY h...",tiktok,Free People,0.7,0.8,VictoryShares International Free Cash Flow ETF,IFLO,,,,
7486957751462202670,madymills,2025-03-28T20:20:06Z,"NUULY, ANTHRO, FREE PEOPLE GIRLIES this is not a drill, NYC FINALLY h...",tiktok,Urban Outfitters,0.8,0.8,"Urban Outfitters, Inc.",URBN,Consumer Cyclical,Apparel Retail,United States,https://www.urbn.com
7486671257434410283,madymills,2025-03-28T01:48:22Z,My twist on the 0s based budgeting model has helped me save hundreds ...,tiktok,Yahoo! Finance,0.9,0.5,Brookfield Infrastructure Finance ULC,BIPJ,,,,
7486661547687775531,madymills,2025-03-28T01:10:40Z,Like I can’t run on harvest bowls for another 35 years Ykwim??? Follo...,tiktok,,,,,,,,,
7485870366330555691,madymills,2025-03-25T22:00:47Z,3 financially savvy moves to make as soon as you get engaged to set y...,tiktok,JPMorgan Chase & Co.,0.8,0.5,JPMorgan Chase & Co.,JPM,Financial Services,Banks - Diversified,United States,https://www.jpmorganchase.com
7485870366330555691,madymills,2025-03-25T22:00:47Z,3 financially savvy moves to make as soon as you get engaged to set y...,tiktok,ByteDance,0.8,0.0,BioMarin Pharmaceutical Inc.,BMRN,Healthcare,Biotechnology,United States,https://www.biomarin.com
7485863559180864814,madymills,2025-03-25T21:34:26Z,You could be Mel Robbins TOMORROW if you got over the cringe factor a...,tiktok,,,,,,,,,
7485521342419307818,madymills,2025-03-24T23:26:29Z,3 big business stories you need to know to stay smart and rich ✨ tesl...,tiktok,"Tesla, Inc.",1.0,1.0,Simplify Volt TSLA Revolution ETF,TESL,,,,
7485521342419307818,madymills,2025-03-24T23:26:29Z,3 big business stories you need to know to stay smart and rich ✨ tesl...,tiktok,BYD,0.7,0.7,BioMarin Pharmaceutical Inc.,BMRN,Healthcare,Biotechnology,United States,https://www.biomarin.com
