video_id,channel_name,publishedAt,title,source,company,confidence,sentiment,company_name,tickers,sector,industry,country,website
7486887650821934379,humphreytalks,2025-03-28T15:48:04Z,How fast can you spend $100 Billion dollars?,tiktok,McDonald's,0.5,0.0,McDonald's Corporation,MCD,Consumer Cyclical,Restaurants,United States,https://www.mcdonalds.com
7486887650821934379,humphreytalks,2025-03-28T15:48:04Z,How fast can you spend $100 Billion dollars?,tiktok,NBA,0.5,0.0,Madison Square Garden Sports Corp.,MSGS,Communication Services,Entertainment,United States,https://www.msgsports.com
7486887650821934379,humphreytalks,2025-03-28T15:48:04Z,How fast can you spend $100 Billion dollars?,tiktok,Nike,0.5,0.0,"NIKE, Inc.",NKE,Consumer Cyclical,Footwear & Accessories,United States,https://www.nike.com
7486887650821934379,humphreytalks,2025-03-28T15:48:04Z,How fast can you spend $100 Billion dollars?,tiktok,Under Armour,0.5,0.0,"Under Armour, Inc.",UA,Consumer Cyclical,Apparel Manufacturing,United States,https://www.underarmour.com
7486887650821934379,humphreytalks,2025-03-28T15:48:04Z,How fast can you spend $100 Billion dollars?,tiktok,Boeing,0.5,0.0,The Boeing Company,BA,Industrials,Aerospace & Defense,United States,https://www.boeing.com
7486887650821934379,humphreytalks,2025-03-28T15:48:04Z,How fast can you spend $100 Billion dollars?,tiktok,Formula 1,0.5,0.0,Formula One Group,FWONK,Communication Services,Entertainment,United States,https://www.libertymedia.com/companies/formula-one-group.html
7486887650821934379,humphreytalks,2025-03-28T15:48:04Z,How fast can you spend $100 Billion dollars?,tiktok,NFL,0.5,0.0,BioMarin Pharmaceutical Inc.,BMRN,Healthcare,Biotechnology,United States,https://www.biomarin.com
7486887650821934379,humphreytalks,2025-03-28T15:48:04Z,How fast can you spend $100 Billion dollars?,tiktok,Ferrari,0.5,0.0,Ferrari N.V.,RACE,Consumer Cyclical,Auto Manufacturers,Italy,https://www.ferrari.com
7486887650821934379,humphreytalks,2025-03-28T15:48:04Z,How fast can you spend $100 Billion dollars?,tiktok,Ford,0.5,0.0,Ford Motor Company,F,Consumer Cyclical,Auto Manufacturers,United States,https://www.ford.com
7486887650821934379,humphreytalks,2025-03-28T15:48:04Z,How fast can you spend $100 Billion dollars?,tiktok,Rolex,0.5,0.0,BioMarin Pharmaceutical Inc.,BMRN,Healthcare,Biotechnology,United States,https://www.biomarin.com
7486525803283434795,humphreytalks,2025-03-27T16:23:57Z,How much Coca Cola stock you would need to make $100/month in dividen...,tiktok,The Coca-Cola Company,1.0,0.0,"Coca-Cola Consolidated, Inc.",COKE,Consumer Defensive,Beverages - Non-Alcoholic,United States,https://www.cokeconsolidated.com
7485886142047358250,humphreytalks,2025-03-25T23:01:55Z,Selling my Costco Gold Bar… here’s how it went 👀 ,tiktok,Costco,0.7,0.2,Costco Wholesale Corporation,COST,Consumer Defensive,Discount Stores,United States,https://www.costco.com
7485886142047358250,humphreytalks,2025-03-25T23:01:55Z,Selling my Costco Gold Bar… here’s how it went 👀 ,tiktok,Winter Coin,0.7,0.8,ProShares Ultra COIN,COIA,,,,
7484680950375255339,humphreytalks,2025-03-22T17:05:17Z,Why Lottery Jackpots are hitting over $1B: explained! ,tiktok,Lottery.com Inc.,0.6,0.0,Lottery.com Inc.,LTRYW,,,,
7484680950375255339,humphreytalks,2025-03-22T17:05:17Z,Why Lottery Jackpots are hitting over $1B: explained! ,tiktok,Brightstar Lottery PLC,0.6,0.0,Brightstar Lottery PLC,BRSL,Consumer Cyclical,Gambling,United Kingdom,https://www.brightstarlottery.com
