video_id,channel_name,publishedAt,title,source,company,confidence,sentiment
7448770599037570335,mainstreetwolf,2024-12-15T22:34:30Z,New hat who dis? #bitcoin #btc #100k ,tiktok,,,
7430869474682735914,mainstreetwolf,2024-10-28T16:48:50Z,How do stocks work?📈 #stocks #stocksforbeginners #howdostockswork #st...,tiktok,Apple,1.0,0.0
7425053406324247854,mainstreetwolf,2024-10-13T00:39:28Z,Was Tesla “We Robot” Event Fake? #tesla #tsla #tslastock #stocks #elo...,tiktok,Tesla,1.0,-1.0
7425053406324247854,mainstreetwolf,2024-10-13T00:39:28Z,Was Tesla “We Robot” Event Fake? #tesla #tsla #tslastock #stocks #elo...,tiktok,Uber,1.0,1.0
7422355492447456554,mainstreetwolf,2024-10-05T18:10:10Z,How to Setup a Roth IRA (Step by Step Explanation) #stocks #investing...,tiktok,Fidelity,1.0,0.2
7420097595139280171,mainstreetwolf,2024-09-29T16:08:25Z,The Downfall of Twitter🐦 #stocks #sketch #twitter #elonmusk ,tiktok,Twitter,1.0,-1.0
7418743946328689966,mainstreetwolf,2024-09-26T00:35:32Z,Is Buying Stocks DOJ Sues a Winning Strategy? #stocks #stockmarket #f...,tiktok,Visa,1.0,0.9
7418743946328689966,mainstreetwolf,2024-09-26T00:35:32Z,Is Buying Stocks DOJ Sues a Winning Strategy? #stocks #stockmarket #f...,tiktok,United Health,1.0,0.8
7418743946328689966,mainstreetwolf,2024-09-26T00:35:32Z,Is Buying Stocks DOJ Sues a Winning Strategy? #stocks #stockmarket #f...,tiktok,Live Nation,0.9,0.8
7418743946328689966,mainstreetwolf,2024-09-26T00:35:32Z,Is Buying Stocks DOJ Sues a Winning Strategy? #stocks #stockmarket #f...,tiktok,Apple,1.0,0.8
7417521257958165790,mainstreetwolf,2024-09-22T17:30:59Z,Inflation vs Disinflation Explained📚 #skit #economy #inflation #finto...,tiktok,Coca-Cola,0.9,0.0
7417521257958165790,mainstreetwolf,2024-09-22T17:30:59Z,Inflation vs Disinflation Explained📚 #skit #economy #inflation #finto...,tiktok,Federal Reserve,0.9,0.0
7417521257958165790,mainstreetwolf,2024-09-22T17:30:59Z,Inflation vs Disinflation Explained📚 #skit #economy #inflation #finto...,tiktok,Costco,0.9,0.8
7417521257958165790,mainstreetwolf,2024-09-22T17:30:59Z,Inflation vs Disinflation Explained📚 #skit #economy #inflation #finto...,tiktok,Arizona Beverage Company,0.8,0.0
7416862239744920863,mainstreetwolf,2024-09-20T22:53:41Z,$100K Portfolio! Winners Revealed and My Next Play! #stocks #stockmar...,tiktok,Meta,0.9,0.8
7416862239744920863,mainstreetwolf,2024-09-20T22:53:41Z,$100K Portfolio! Winners Revealed and My Next Play! #stocks #stockmar...,tiktok,Nvidia,1.0,1.0
7416862239744920863,mainstreetwolf,2024-09-20T22:53:41Z,$100K Portfolio! Winners Revealed and My Next Play! #stocks #stockmar...,tiktok,Microsoft,1.0,0.7
7416862239744920863,mainstreetwolf,2024-09-20T22:53:41Z,$100K Portfolio! Winners Revealed and My Next Play! #stocks #stockmar...,tiktok,Google,1.0,0.7
7416862239744920863,mainstreetwolf,2024-09-20T22:53:41Z,$100K Portfolio! Winners Revealed and My Next Play! #stocks #stockmar...,tiktok,Visa,1.0,0.7
7416862239744920863,mainstreetwolf,2024-09-20T22:53:41Z,$100K Portfolio! Winners Revealed and My Next Play! #stocks #stockmar...,tiktok,McDonald's,1.0,0.7
7416862239744920863,mainstreetwolf,2024-09-20T22:53:41Z,$100K Portfolio! Winners Revealed and My Next Play! #stocks #stockmar...,tiktok,JP Morgan,1.0,0.7
7416862239744920863,mainstreetwolf,2024-09-20T22:53:41Z,$100K Portfolio! Winners Revealed and My Next Play! #stocks #stockmar...,tiktok,Caterpillar,1.0,0.7
7410963430892408095,mainstreetwolf,2024-09-05T01:23:16Z,Biden Blocks US Steel Deal and Stock Crashes 17% #stocks #steel #stoc...,tiktok,US Steel,1.0,-0.8
7410963430892408095,mainstreetwolf,2024-09-05T01:23:16Z,Biden Blocks US Steel Deal and Stock Crashes 17% #stocks #steel #stoc...,tiktok,Nippon Steel,1.0,-0.7
7410963430892408095,mainstreetwolf,2024-09-05T01:23:16Z,Biden Blocks US Steel Deal and Stock Crashes 17% #stocks #steel #stoc...,tiktok,New Court,0.7,0.0
7410963430892408095,mainstreetwolf,2024-09-05T01:23:16Z,Biden Blocks US Steel Deal and Stock Crashes 17% #stocks #steel #stoc...,tiktok,Cleveland Cliffs,1.0,0.0
