video_id,channel_name,publishedAt,title,source,company,confidence,sentiment,company_name,tickers,sector,industry,country,website
7448770599037570335,mainstreetwolf,2024-12-15T22:34:30Z,New hat who dis? #bitcoin #btc #100k ,tiktok,Grayscale Bitcoin Mini Trust ETF,1.0,0.0,Grayscale Bitcoin Premium Income ETF,BPI,,,,
7448770599037570335,mainstreetwolf,2024-12-15T22:34:30Z,New hat who dis? #bitcoin #btc #100k ,tiktok,American Bitcoin Corp,0.9,0.0,American Bitcoin Corp,ABTC,Financial Services,Capital Markets,United States,https://www.americanbtc.com
7448770599037570335,mainstreetwolf,2024-12-15T22:34:30Z,New hat who dis? #bitcoin #btc #100k ,tiktok,Grayscale Bitcoin Premium Income ETF,0.8,0.0,Grayscale Bitcoin Premium Income ETF,BPI,,,,
7448770599037570335,mainstreetwolf,2024-12-15T22:34:30Z,New hat who dis? #bitcoin #btc #100k ,tiktok,Simplify US Equity PLUS Bitcoin Strategy ETF,0.8,0.0,Simplify US Equity PLUS Bitcoin Strategy ETF,SPBC,,,,
7448770599037570335,mainstreetwolf,2024-12-15T22:34:30Z,New hat who dis? #bitcoin #btc #100k ,tiktok,WisdomTree Bitcoin Fund,0.8,0.0,WisdomTree Asia Defense Fund,WDAF,,,,
7448770599037570335,mainstreetwolf,2024-12-15T22:34:30Z,New hat who dis? #bitcoin #btc #100k ,tiktok,ProShares Bitcoin ETF,0.8,0.0,GraniteShares YieldBOOST Bitcoin ETF,XBTY,,,,
7448770599037570335,mainstreetwolf,2024-12-15T22:34:30Z,New hat who dis? #bitcoin #btc #100k ,tiktok,CoinShares Bitcoin Leverage ETF,0.8,0.0,Simplify US Equity PLUS Bitcoin Strategy ETF,SPBC,,,,
7448770599037570335,mainstreetwolf,2024-12-15T22:34:30Z,New hat who dis? #bitcoin #btc #100k ,tiktok,CoinShares Bitcoin ETF,0.8,0.0,GraniteShares YieldBOOST Bitcoin ETF,XBTY,,,,
7448770599037570335,mainstreetwolf,2024-12-15T22:34:30Z,New hat who dis? #bitcoin #btc #100k ,tiktok,Invesco Galaxy Bitcoin ETF,0.8,0.0,GraniteShares YieldBOOST Bitcoin ETF,XBTY,,,,
7448770599037570335,mainstreetwolf,2024-12-15T22:34:30Z,New hat who dis? #bitcoin #btc #100k ,tiktok,Franklin Bitcoin ETF,0.8,0.0,GraniteShares YieldBOOST Bitcoin ETF,XBTY,,,,
7448770599037570335,mainstreetwolf,2024-12-15T22:34:30Z,New hat who dis? #bitcoin #btc #100k ,tiktok,2x Bitcoin Strategy ETF,0.8,0.0,Return Stacked U.S. Stocks & Gold/Bitcoin ETF,RSSX,,,,
7448770599037570335,mainstreetwolf,2024-12-15T22:34:30Z,New hat who dis? #bitcoin #btc #100k ,tiktok,Fidelity Wise Origin Bitcoin Fund,0.8,0.0,Fidelity Wise Origin Bitcoin Fund,FBTC,,,,
7430869474682735914,mainstreetwolf,2024-10-28T16:48:50Z,How do stocks work?📈 #stocks #stocksforbeginners #howdostockswork #st...,tiktok,Apple Inc.,1.0,0.8,Apple Inc.,AAPL,Technology,Consumer Electronics,United States,https://www.apple.com
7425053406324247854,mainstreetwolf,2024-10-13T00:39:28Z,Was Tesla “We Robot” Event Fake? #tesla #tsla #tslastock #stocks #elo...,tiktok,"Tesla, Inc.",1.0,-0.9,Simplify Volt TSLA Revolution ETF,TESL,,,,
7425053406324247854,mainstreetwolf,2024-10-13T00:39:28Z,Was Tesla “We Robot” Event Fake? #tesla #tsla #tslastock #stocks #elo...,tiktok,Uber,0.8,0.7,STKd 100% UBER & 100% TSLA ETF,ZIPP,,,,
