video_id,channel_name,publishedAt,title,source,company,confidence,sentiment,company_name,tickers,sector,industry,country,website
7483176286622403862,mrmtrades,2025-03-18T15:45:56Z,Fix these 3 mistakes in trading! #TradingTips #RiskManagement #StockM...,tiktok,"Macy's, Inc.",0.35,0.0,"Macy's, Inc.",M,Consumer Cyclical,Department Stores,United States,https://www.macysinc.com
7482798316606983446,mrmtrades,2025-03-17T15:19:13Z,Power of a trading plan #TradingTips #stockmarket #Investing #DayTrad...,tiktok,"Agilent Technologies, Inc.",0.35,0.0,"Agilent Technologies, Inc.",A,Healthcare,Diagnostics & Research,United States,https://www.agilent.com
7479378261655506198,mrmtrades,2025-03-08T10:07:38Z,What trading is all about?  #TradingForBeginners #TradingTips #RiskMa...,tiktok,,,,,,,,,
7478055691647880450,mrmtrades,2025-03-04T20:35:25Z,Losses in trading - how to handle them? #TradingForBeginners #Trading...,tiktok,,,,,,,,,
7476928829911534870,mrmtrades,2025-03-01T19:42:37Z,Are you using ISA for your investments or savings? #ISA #TradingForBe...,tiktok,,,,,,,,,
7475429403649051927,mrmtrades,2025-02-25T18:44:04Z,Swing Trading Strategy Is It Better  for You? #TradingForBeginners #T...,tiktok,AT&T Inc.,0.35,0.0,"HeartBeam, Inc.",BEATW,,,,
7474949537715457302,mrmtrades,2025-02-24T11:41:58Z,3 Step Blueprint for Trading #StockMarket #TradingForBeginners #DayTr...,tiktok,"Agilent Technologies, Inc.",0.35,0.0,"Agilent Technologies, Inc.",A,Healthcare,Diagnostics & Research,United States,https://www.agilent.com
7473388859565313302,mrmtrades,2025-02-20T06:45:52Z,Stop doing these 3 things and start winning #StockMarket #TradingTips...,tiktok,"Agilent Technologies, Inc.",0.35,0.0,"Agilent Technologies, Inc.",A,Healthcare,Diagnostics & Research,United States,https://www.agilent.com
7472252388787719446,mrmtrades,2025-02-17T05:16:04Z,3 Ways To Stop Losing Money When Trading #TradingTips #StockMarket #R...,tiktok,"Ryder System, Inc.",0.35,0.0,"Community Financial System, Inc.",CBU,Financial Services,Banks - Regional,United States,https://communityfinancialsystem.com
7472252388787719446,mrmtrades,2025-02-17T05:16:04Z,3 Ways To Stop Losing Money When Trading #TradingTips #StockMarket #R...,tiktok,"Agilent Technologies, Inc.",0.35,0.0,"Agilent Technologies, Inc.",A,Healthcare,Diagnostics & Research,United States,https://www.agilent.com
7471938150160420118,mrmtrades,2025-02-16T08:56:16Z,3 Essential Questions to Ask Before Making a Big Trade #TradingTips #...,tiktok,,,,,,,,,
7471506113582648598,mrmtrades,2025-02-15T05:00:19Z,The Perfect Trading Strategy for You #TradingTips #StockMarket #Trade...,tiktok,,,,,,,,,
7471192673680985366,mrmtrades,2025-02-14T08:43:29Z,Stop chasing fast money and learn trading - it’s a skill! #TradingTip...,tiktok,,,,,,,,,
7470946021581917462,mrmtrades,2025-02-13T16:46:15Z,How to trade with confidence! Struggling with confidence in trading? ...,tiktok,,,,,,,,,
