Date,NAV,Daily_Return,Cumulative_Return
2024-05-13,1.0,0.0,0.0
2024-05-14,1.0,0.0,0.0
2024-05-15,1.0,0.0,0.0
2024-05-16,1.0,0.0,0.0
2024-05-17,0.9811035548238208,-0.018896445176179166,-0.018896445176179166
2024-05-20,1.0041271587265148,0.023467047682676417,0.004127158726514812
2024-05-21,1.0109323094007328,0.006777180175913684,0.010932309400732754
2024-05-22,1.0059646226378498,-0.004913965768714713,0.0059646226378498035
2024-05-23,1.063133090845162,0.05682950167512293,0.06313309084516194
2024-05-24,1.083047766368198,0.018732062518347928,0.0830477663681981
2024-05-28,1.1355465511649756,0.0484731942828546,0.1355465511649756
2024-05-29,1.1406560526554894,0.004499596679036814,0.14065605265548942
2024-05-30,1.1068020876216833,-0.029679380524035178,0.1068020876216833
2024-05-31,1.1045237745491783,-0.002058464740883126,0.10452377454917827
2024-06-03,1.1453138982086728,0.03693005492447944,0.1453138982086728
2024-06-04,1.1564735043228782,0.009743709677896766,0.1564735043228782
2024-06-05,1.204209626884953,0.041277316240828595,0.20420962688495292
2024-06-06,1.1992781930222591,-0.004095162297822108,0.19927819302225913
2024-06-07,1.1977967401202385,-0.0012352871174012665,0.1977967401202385
2024-06-10,1.200350463207133,0.0021320170621253174,0.2003504632071329
2024-06-11,1.1963910730088294,-0.0032985284878590533,0.1963910730088294
2024-06-12,1.2196404776479726,0.019432947272560917,0.21964047764797257
2024-06-13,1.2432654383268165,0.019370430148730106,0.24326543832681646
2024-06-14,1.263982515304574,0.016663438344782323,0.26398251530457406
2024-06-17,1.2609255338350411,-0.002418531453179407,0.26092553383504113
2024-06-18,1.2886807566307672,0.02201178582791464,0.2886807566307672
2024-06-20,1.2627702636869944,-0.02010621545363605,0.2627702636869944
2024-06-21,1.2412671721648694,-0.017028506404118997,0.24126717216486937
2024-06-24,1.1942753580943055,-0.03785793673138577,0.19427535809430552
2024-06-25,1.2135925858920884,0.016174852530330408,0.2135925858920884
2024-06-26,1.2148790093941166,0.0010600126574460509,0.21487900939411664
2024-06-27,1.2140484811971743,-0.0006836303784329032,0.21404848119717435
2024-06-28,1.2143552763744092,0.0002527042222666793,0.2143552763744092
2024-07-01,1.2191692682411206,0.003964236793275203,0.2191692682411206
2024-07-02,1.2221083262393693,0.0024107054490381187,0.22210832623936927
2024-07-03,1.2435359268744468,0.01753330713408497,0.2435359268744468
2024-07-05,1.247617877540755,0.003282535371991945,0.24761787754075493
2024-07-08,1.2519599892504316,0.0034803218099403246,0.2519599892504316
2024-07-09,1.2583771061492606,0.005125656533697189,0.25837710614926057
2024-07-10,1.2687999317896217,0.008282752117333004,0.2687999317896217
2024-07-11,1.2550703517410542,-0.010820918022278128,0.2550703517410542
2024-07-12,1.2600526776077374,0.0039697582368762975,0.2600526776077374
2024-07-15,1.262673609071216,0.0020800173755072655,0.26267360907121606
2024-07-16,1.2651071792734603,0.0019273153289662693,0.2651071792734603
