date,ticker,reward,raw_score_trained,prev_weight_trained,weight_trained,weight_delta_trained,allocation_trained,action_trained,raw_score_baseline,prev_weight_baseline,weight_baseline,weight_delta_baseline,allocation_baseline,action_baseline,weight_delta_vs_baseline,relative_action
2024-10-02 09:55:00+00:00,MSFT,-0.0014144183369353414,0.7261285185813904,0.0,1.0,1.0,10000.0,OPEN,0.04329173266887665,0.0,1.0,1.0,10000.0,OPEN,0.0,SIMILAR
2024-10-04 09:54:00+00:00,BLK,-0.008976095356047153,-0.05953192710876465,0.0,-0.06158506954020804,-0.06158506954020804,-615.8506954020804,OPEN,0.033322084695100784,0.0,0.2662436788799347,0.2662436788799347,2662.436788799347,OPEN,-0.32782874842014276,MORE_SHORT
2024-10-04 09:54:00+00:00,HD,-0.0007346160127781332,-0.0013506925897672772,0.0,-0.0013972753967175847,-0.0013972753967175847,-13.972753967175846,HOLD,0.03607868775725365,0.0,0.2882689557254491,0.2882689557254491,2882.689557254491,OPEN,-0.28966623112216666,MORE_SHORT
2024-10-04 09:54:00+00:00,NVDA,0.022414369508624077,0.8767833709716797,0.0,0.9070219543596664,0.9070219543596664,9070.219543596664,OPEN,0.03052721917629242,0.0,0.24391268475063824,0.24391268475063824,2439.1268475063825,OPEN,0.6631092696090282,MORE_LONG
2024-10-04 09:54:00+00:00,TXN,-0.007103756070137024,-0.0289956945925951,0.0,-0.029995700703407964,-0.029995700703407964,-299.95700703407965,OPEN,0.02522834949195385,0.0,0.20157468064397793,0.20157468064397793,2015.7468064397792,OPEN,-0.2315703813473859,MORE_SHORT
2024-10-07 09:54:00+00:00,NKE,-0.0007423628121614456,0.8700963854789734,0.0,0.49477581863279774,0.49477581863279774,4947.7581863279775,OPEN,0.03722618892788887,0.0,0.5622872026830218,0.5622872026830218,5622.872026830218,OPEN,-0.06751138405022405,MORE_SHORT
2024-10-07 09:54:00+00:00,SBUX,0.0012488578213378787,0.8884705305099487,0.0,0.5052241813672023,0.5052241813672023,5052.2418136720225,OPEN,0.028978748247027397,0.0,0.43771279731697815,0.43771279731697815,4377.127973169781,OPEN,0.06751138405022411,MORE_LONG
2024-10-08 09:55:00+00:00,BRK-B,0.004627602640539408,0.7364104986190796,0.0,0.21314475443827513,0.21314475443827513,2131.4475443827514,OPEN,0.034871362149715424,0.0,0.2607902632759409,0.2607902632759409,2607.9026327594092,OPEN,-0.04764550883766577,MORE_SHORT
2024-10-08 09:55:00+00:00,NKE,0.020799806341528893,0.9209190011024475,0.49477581863279774,0.26654841927919953,-0.2282273993535982,2665.484192791995,DECREASE,0.038536544889211655,0.5622872026830218,0.28820083495031,-0.2740863677327118,2882.0083495031004,DECREASE,-0.02165241567111048,MORE_SHORT
2024-10-08 09:55:00+00:00,PYPL,0.006037430372089148,0.9277432560920715,0.0,0.2685236140336404,0.2685236140336404,2685.236140336404,OPEN,0.028652768582105637,0.0,0.2142836586087566,0.2142836586087566,2142.836586087566,OPEN,0.0542399554248838,MORE_LONG
2024-10-08 09:55:00+00:00,ULTA,-0.012948539108037949,0.8699055314064026,0.0,0.25178321224888495,0.25178321224888495,2517.8321224888496,OPEN,0.03165352717041969,0.0,0.23672524316499252,0.23672524316499252,2367.2524316499253,OPEN,0.015057969083892425,SIMILAR
2024-10-10 09:55:00+00:00,GD,0.011450818739831448,-0.4913376271724701,0.0,-0.18897893188068313,-0.18897893188068313,-1889.7893188068313,OPEN,0.029898639768362045,0.0,0.18332866361405756,0.18332866361405756,1833.2866361405756,OPEN,-0.3723075954947407,MORE_SHORT
2024-10-10 09:55:00+00:00,HWM,0.016846241429448128,-0.8600528240203857,0.0,-0.3307946614625658,-0.3307946614625658,-3307.946614625658,OPEN,0.02798035368323326,0.0,0.1715663618123469,0.1715663618123469,1715.6636181234692,OPEN,-0.5023610232749127,MORE_SHORT
2024-10-10 09:55:00+00:00,IVZ,0.0005656238063238561,0.010141716338694096,0.0,0.0039007204315954515,0.0039007204315954515,39.00720431595452,HOLD,0.03992559015750885,0.0,0.24481063835298536,0.24481063835298536,2448.1063835298537,OPEN,-0.2409099179213899,MORE_SHORT
2024-10-10 09:55:00+00:00,LMT,0.0111800916492939,0.548851728439331,0.0,0.2111000820316232,0.2111000820316232,2111.000820316232,OPEN,0.032197702676057816,0.0,0.19742576414096907,0.19742576414096907,1974.2576414096907,OPEN,0.013674317890654125,SIMILAR
2024-10-10 09:55:00+00:00,NOC,0.0030544789042323828,-0.6895759105682373,0.0,-0.2652256041935324,-0.2652256041935324,-2652.256041935324,OPEN,0.033085357397794724,0.0,0.2028685720796411,0.2028685720796411,2028.685720796411,OPEN,-0.4680941762731735,MORE_SHORT
2024-10-11 09:55:00+00:00,DG,-0.0330948680639267,0.5218895077705383,0.0,0.16262056708504463,0.16262056708504463,1626.2056708504463,OPEN,0.034908272325992584,0.0,0.21511709983331362,0.21511709983331362,2151.170998333136,OPEN,-0.05249653274826899,MORE_SHORT
2024-10-11 09:55:00+00:00,HD,0.008545811288058758,-0.666092574596405,-0.0013972753967175847,-0.20755418646896903,-0.20615691107225145,-2075.54186468969,OPEN,0.03543027862906456,0.2882689557254491,0.2183338869880288,-0.06993506873742028,2183.338869880288,DECREASE,-0.42588807345699786,MORE_SHORT
2024-10-11 09:55:00+00:00,LOW,0.018022922798991203,-0.6630821228027344,0.0,-0.2066161308641337,-0.2066161308641337,-2066.1613086413367,OPEN,0.033956266939640045,0.0,0.20925050649906363,0.20925050649906363,2092.505064990636,OPEN,-0.4158666373631973,MORE_SHORT
2024-10-11 09:55:00+00:00,TGT,-0.003092297585681081,0.5100327134132385,0.0,0.15892599458744497,0.15892599458744497,1589.2599458744496,OPEN,0.02717655710875988,0.0,0.16747154067369383,0.16747154067369383,1674.7154067369383,OPEN,-0.008545546086248856,SIMILAR
2024-10-11 09:55:00+00:00,WMT,0.002372065559029579,0.8481497168540955,0.0,0.26428312099440765,0.26428312099440765,2642.8312099440764,OPEN,0.03080429881811142,0.0,0.18982696600590013,0.18982696600590013,1898.2696600590014,OPEN,0.07445615498850752,MORE_LONG
2024-10-15 09:55:00+00:00,MRNA,0.002617304213345051,-0.8151556253433228,0.0,-0.9074369729674926,-0.9074369729674926,-9074.369729674925,OPEN,0.030979212373495102,0.0,0.34836376040726447,0.34836376040726447,3483.6376040726445,OPEN,-1.2558007333747572,MORE_SHORT
2024-10-15 09:55:00+00:00,PEP,-0.008072758093476295,-0.040636055171489716,0.0,-0.04523634230288969,-0.04523634230288969,-452.36342302889693,OPEN,0.02782580442726612,0.0,0.3129034318165238,0.3129034318165238,3129.034318165238,OPEN,-0.3581397741194135,MORE_SHORT
2024-10-15 09:55:00+00:00,PFE,0.0078124841675162315,-0.04251382127404213,0.0,-0.04732668472961768,-0.04732668472961768,-473.2668472961768,OPEN,0.030122753232717514,0.0,0.33873280777621173,0.33873280777621173,3387.328077762117,OPEN,-0.3860594925058294,MORE_SHORT
2024-10-16 09:55:00+00:00,KO,-0.009494093246757984,0.0007002892671152949,0.0,0.0003281062802752746,0.0003281062802752746,3.281062802752746,HOLD,0.02546384185552597,0.0,0.2052364032569526,0.2052364032569526,2052.364032569526,OPEN,-0.20490829697667734,MORE_SHORT
2024-10-16 09:55:00+00:00,MNST,-0.0026129749603569508,0.456835001707077,0.0,0.2140407402316791,0.2140407402316791,2140.407402316791,OPEN,0.03139848634600639,0.0,0.25306913394800384,0.25306913394800384,2530.6913394800386,OPEN,-0.039028393716324744,MORE_SHORT
2024-10-16 09:55:00+00:00,NKE,-0.006433177273720503,0.9372645616531372,0.26654841927919953,0.43913623041036337,0.17258781113116384,4391.3623041036335,INCREASE,0.03834821283817291,0.28820083495031,0.3090833393834763,0.020882504433166305,3090.8333938347632,INCREASE,0.13005289102688705,MORE_LONG
