Date,NAV,Daily_Return,Cumulative_Return
2023-09-25,1.0,0.0,0.0
2023-09-26,0.9860199056050586,-0.013980094394941424,-0.013980094394941411
2023-09-27,0.98589025026201,-0.00013149363649910315,-0.014109749737989952
2023-09-28,0.9949177169897161,0.009156664978994188,-0.005082283010283906
2023-09-29,1.001837684700753,0.006955316598416224,0.0018376847007530728
2023-10-02,1.0024914918900443,0.0006526079017346496,0.002491491890044273
2023-10-03,0.9865901483303726,-0.01586182395392909,-0.013409851669627382
2023-10-04,0.9960210109210019,0.009559048006499362,-0.003978989078998074
2023-10-05,0.9961688043960404,0.0001483838929279091,-0.003831195603959614
2023-10-06,1.0087942555292115,0.012674007735893512,0.008794255529211537
2023-10-09,1.014446705560257,0.00560317428461189,0.014446705560257067
2023-10-10,1.0193669548663162,0.004850180181069043,0.019366954866316233
2023-10-11,1.0218301472415794,0.002416394178273315,0.02183014724157939
2023-10-12,1.0093714054273042,-0.01219257608312635,0.009371405427304191
2023-10-13,1.0104939003758835,0.0011120732592025543,0.010493900375883491
2023-10-16,1.0208179948999998,0.010216879607364221,0.020817994899999803
2023-10-17,1.0222581767198087,0.0014108115521121163,0.022258176719808676
2023-10-18,1.0121526782670132,-0.00988546600353136,0.012152678267013162
2023-10-19,1.0109143502997227,-0.0012234596557217983,0.010914350299722653
2023-10-20,0.9985371106810222,-0.012243608585663788,-0.0014628893189777559
2023-10-23,1.000223892175317,0.001689252684003404,0.00022389217531704197
2023-10-24,1.0069982158491824,0.0067728072953070146,0.006998215849182365
2023-10-25,1.0004952671250167,-0.006457755954097482,0.0004952671250166851
2023-10-26,0.9921083285802612,-0.008382786826024526,-0.007891671419738788
2023-10-27,0.9820606093700971,-0.010127643242893435,-0.017939390629902907
2023-10-30,0.9895794647329056,0.007656202978786747,-0.01042053526709441
2023-10-31,0.9959716118687791,0.00645945814730384,-0.004028388131220861
2023-11-01,1.002669171110838,0.006724648737218646,0.0026691711108379756
2023-11-02,1.0280764167665788,0.02533960990103312,0.028076416766578793
2023-11-03,1.0422230915644146,0.013760333927636259,0.042223091564414617
2023-11-06,1.0404571718652875,-0.0016943778289120939,0.04045717186528752
2023-11-07,1.0446634285002272,0.004042700409665961,0.0446634285002272
2023-11-08,1.0439151280555758,-0.0007163076874679088,0.04391512805557585
2023-11-09,1.0353052563405385,-0.008247674052846014,0.03530525634053849
2023-11-10,1.0471530511728562,0.011443769612641265,0.047153051172856175
2023-11-13,1.0490114465255485,0.0017747122549189487,0.04901144652554845
2023-11-14,1.076411920536772,0.026120281243810255,0.07641192053677193
2023-11-15,1.0883008983972078,0.01104500761614313,0.08830089839720778
2023-11-16,1.0816259048924972,-0.006133408062550744,0.08162590489249721
2023-11-17,1.0857902617064745,0.0038500897538979255,0.08579026170647452
2023-11-20,1.0916989149373248,0.005441799801707666,0.09169891493732485
2023-11-21,1.090231514794081,-0.001344143630781191,0.09023151479408109
2023-11-22,1.0956223405423648,0.004944661455050643,0.09562234054236485
2023-11-24,1.0973573615090535,0.0015835940017705852,0.0973573615090535
2023-11-27,1.0936602486649487,-0.0033691056111572336,0.09366024866494871
2023-11-28,1.0979790891903154,0.003948978241312899,0.0979790891903154
2023-11-29,1.0949373688855972,-0.002770289830347487,0.09493736888559723
2023-11-30,1.101210253666536,0.005728989583507588,0.10121025366653602
2023-12-01,1.116990553387095,0.014329960757282887,0.11699055338709496
2023-12-04,1.115962010665708,-0.0009208159534277601,0.11596201066570799
2023-12-05,1.1130035415452266,-0.0026510482365941727,0.11300354154522663
2023-12-06,1.1162626954173955,0.0029282511245597967,0.11626269541739553
